Position vector (('Age', 'StudyTimeWeekly', 'GPA')):
[18.0, 12.07510287675226, 2.718465435794503]
[16.0, 3.278634419064055, 3.2448822032661777]
[16.0, 14.71907121030356, 2.8656747490202017]
[18.0, 6.024625895878164, 2.326326756466653]
[17.0, 9.267820176092926, 3.303066678642581]
[17.0, 11.988610840552434, 2.4892182377565297]
[16.0, 3.425468213324792, 2.600264186907329]
[17.0, 14.832756372352415, 2.119171492034809]
[15.0, 6.052806812736291, 2.522694547891483]
[16.0, 13.24743719825507, 2.475854110200245]
[17.0, 3.165661013987473, 0.782809234051424]
[16.0, 13.762353184127004, 0.7664048694920337]
[15.0, 2.563761456209235, 1.2836220775478306]
[16.0, 8.507129925399672, 0.6431459327503606]
[16.0, 4.944121474777536, 1.6692302172984]
[16.0, 14.96750498856365, 3.282070050593753]
[16.0, 5.240700090137491, 0.7437140169647167]
[15.0, 17.634346127907925, 3.3250668431789085]
[18.0, 17.836404228132256, 1.184519764401664]
[16.0, 3.928826304455717, 1.6165360987452144]
[16.0, 12.276918900154485, 1.5830839708839028]
[17.0, 1.7543528343992865, 0.1842514890903642]
[16.0, 7.830741992032584, 0.4721810422090253]
[17.0, 14.266434590025446, 1.2993555178087297]
[18.0, 13.188464936998326, 2.379628283206932]
[15.0, 12.49401338813216, 3.5662831299671103]
[15.0, 5.650817273248872, 0.2783475708696343]
[18.0, 7.560498988688041, 2.4215468827715467]
[15.0, 2.058922894005724, 0.6176804235913715]
[18.0, 14.38045640867202, 1.804726657837384]
[18.0, 10.077775935825471, 2.635208129638253]
[18.0, 14.175312646913092, 3.436025388769573]
[15.0, 4.978870495937455, 2.73737792616276]
[17.0, 6.488764572701324, 1.1466960797952552]
[18.0, 6.684306745202293, 2.4052675257641485]
[16.0, 0.514848194944324, 1.5252820489261911]
[15.0, 6.82095745661247, 2.446157080635824]
[18.0, 16.06609147036067, 1.9529530122549463]
[18.0, 17.94596991499477, 2.293087191388992]
[16.0, 10.364366312718548, 1.4716720294797634]
[17.0, 9.110033904384403, 1.106713497753671]
[17.0, 0.6164923739874051, 1.2058569757056352]
[17.0, 17.584086751707652, 2.5590703550177483]
[18.0, 0.2602042685174544, 2.457651022495708]
[18.0, 18.89500160420424, 1.2267412857712765]
[18.0, 9.784324973761812, 1.5904330983565391]
[15.0, 6.838689871494532, 0.3106695325979863]
[16.0, 18.484368696853203, 2.7718106588704914]
[18.0, 0.4878198622019347, 1.5826829916643974]
[16.0, 11.628497897381742, 1.1055870981431069]
[16.0, 10.978650489986752, 2.3002961351673665]
[17.0, 4.3864080242276415, 0.9918836980476614]
[15.0, 8.577748627004212, 0.1651106215518772]
[18.0, 13.045280118875404, 0.9893299205987556]
[17.0, 14.54262393763855, 2.230253521333785]
[17.0, 0.0143371741315956, 1.3835280778946648]
[18.0, 18.737068601820305, 2.1314052629810774]
[16.0, 3.290507447856248, 1.86827692299816]
[17.0, 4.671608684447184, 1.2474819436382791]
[16.0, 5.269468913876965, 0.2999075475985059]
[15.0, 0.7564027310407062, 2.7051956947945466]
[16.0, 2.4610424718064983, 0.8979380920800135]
[15.0, 19.72699845888324, 1.3917317913625924]
[16.0, 6.304334747545721, 2.150546165993222]
[17.0, 2.306021806780987, 1.448741241526555]
[17.0, 2.1398252234924664, 0.0]
[15.0, 14.389199353399436, 3.091715028356484]
[18.0, 17.091373280652817, 2.576927695452172]
[15.0, 5.139045990169397, 1.9558725265628367]
[15.0, 0.4181902467046994, 1.8787083443226635]
[16.0, 4.461800368907117, 1.6304001316060543]
[16.0, 1.130313815935147, 2.372748110360667]
[15.0, 2.0678987326008302, 1.279370611476852]
[17.0, 8.630162396952848, 0.155004788411154]
[16.0, 4.598367417232652, 1.2783470336697191]
[18.0, 10.318917570508468, 2.6559935659147995]
[16.0, 5.069875065143807, 2.6823160526270176]
[16.0, 18.81074602205896, 1.6448199394832874]
[18.0, 18.11887935852529, 1.3962784383778892]
[15.0, 11.33612210020932, 1.6094867987939343]
[18.0, 7.088479839747723, 1.187367524649196]
[15.0, 7.622937640694712, 2.0197970227132727]
[15.0, 8.237045662889939, 0.2416256282208843]
[15.0, 14.55158644269888, 1.2477251942052905]
[18.0, 9.03277991037676, 0.8526823634027514]
[15.0, 17.13459893011795, 0.9657009889491656]
[17.0, 18.88189571860729, 2.423800751639832]
[18.0, 6.718923067578677, 1.7419681672894356]
[17.0, 11.213889627513602, 2.8459257757426046]
[15.0, 1.9011307366512888, 2.039564398044963]
[16.0, 4.009380955327179, 1.5420637396404375]
[15.0, 8.269315334203203, 0.7307796023629439]
[17.0, 4.1240543180355775, 0.4999877783931601]
[17.0, 17.53120981577435, 1.122889381075435]
[18.0, 3.165725121181961, 2.9594927281039074]
[16.0, 9.11321643106184, 2.300205239575968]
[18.0, 12.113984809197513, 1.35272076359225]
[17.0, 13.837278163216888, 2.13406203808262]
[15.0, 7.661387394530134, 1.2997943203369946]
[16.0, 17.381981374494572, 0.7478339441237737]
[15.0, 11.36638302155851, 0.5329232037789974]
[15.0, 8.790155608951036, 2.0737697903171566]
[16.0, 1.3448126810407324, 1.9913793639901416]
[18.0, 9.2937893689033, 1.8999595995373024]
[15.0, 16.414716816314606, 2.6148839418291825]
[17.0, 12.29082036442631, 1.8102707442887624]
[15.0, 16.643249074582368, 1.581931480635446]
[16.0, 9.880233411986111, 2.271332803302088]
[16.0, 2.369234101889637, 3.363670491095614]
[16.0, 0.2727969167176214, 0.4812984804652508]
[18.0, 6.064390934371824, 0.1999273794512188]
[15.0, 13.95980942995585, 1.2680087507224682]
[18.0, 15.805198078833875, 0.8825524540001173]
[18.0, 5.915056692406589, 3.120136639384952]
[16.0, 9.91307841766494, 1.8041546917762192]
[16.0, 8.422378088681633, 0.6817036435058786]
[18.0, 8.210455687028556, 2.898261817162794]
[15.0, 4.62697426400301, 1.7303180027913696]
[17.0, 2.7274221005891675, 3.560791672128213]
[18.0, 3.9337711646242624, 2.528774574406828]
[15.0, 1.106647743266922, 1.5923878582033109]
[16.0, 3.962614836471541, 2.3741309720150148]
[16.0, 0.1840179525075891, 1.810409480041144]
[15.0, 12.545168012719564, 2.829826431301572]
[17.0, 6.327508147753658, 3.0476020888188065]
[16.0, 19.46289422853817, 3.625921730346796]
[16.0, 3.874341015525957, 0.9273215453238872]
[16.0, 6.916571406191878, 1.331958948764275]
[15.0, 7.156823172830665, 0.7795517215186132]
[18.0, 0.1690299212492108, 0.8813584466312141]
[16.0, 16.78415906078918, 2.398121085937693]
[18.0, 0.6398892028864944, 0.7588142687845363]
[17.0, 18.803596694584822, 1.0288655959633797]
[16.0, 17.841487021872414, 1.4444766951837589]
[16.0, 10.710438321719272, 2.214067459161345]
[17.0, 10.871911498225842, 2.5119180875322624]
[16.0, 13.075558459123126, 2.6901498030104545]
[18.0, 7.7410002386977395, 1.6052743861754348]
[15.0, 12.94444566795711, 2.709889487418108]
[18.0, 0.8953677737697374, 1.528563501341875]
[15.0, 1.0809525469945314, 1.7785692022870156]
[15.0, 9.144608392390888, 2.1219640588635724]
[18.0, 10.9924460221207, 0.4059048314284253]
[18.0, 17.75635280671638, 1.123926327741214]
[18.0, 2.093212678157925, 0.8703304110318186]
[18.0, 16.452958543877788, 1.8228292080685773]
[17.0, 4.200946745841392, 2.231182931946249]
[16.0, 7.881672970200637, 0.9669677174911444]
[15.0, 6.332048696548258, 1.69185894616234]
[18.0, 8.00310545730798, 2.0697582058612616]
[18.0, 3.009909961451711, 1.0578761267920678]
[18.0, 10.0714014880711, 1.3214272070130963]
[17.0, 16.032851796627344, 3.5169407207158963]
[18.0, 8.830680207577938, 1.0491570024752104]
[18.0, 9.812271517963982, 3.4861413290978023]
[18.0, 16.975351705626284, 0.586837405483887]
[16.0, 14.121162292760616, 2.3588158974550537]
[17.0, 9.809088170395697, 3.152222285699565]
[18.0, 5.153912963783593, 0.5878350833437533]
[15.0, 17.698534936899332, 2.66889332908893]
[15.0, 11.540408033811168, 0.3043720342532843]
[15.0, 4.422952202213867, 0.2806703078814149]
[17.0, 5.382395052760208, 0.8730911973563495]
[17.0, 16.06266177872492, 2.330783482945125]
[15.0, 0.8829112417491092, 0.318850908518507]
[18.0, 19.8418437405764, 1.7922893205354298]
[17.0, 2.607033594295836, 2.573219136505813]
[15.0, 15.921370507938748, 1.0844901258226167]
[15.0, 7.895506335433657, 1.0866966802818123]
[18.0, 9.844323665749338, 1.00411266268769]
[16.0, 17.613011549291556, 2.824604892517854]
[17.0, 8.258223791784264, 1.364373782117196]
[18.0, 10.74987507346469, 2.6072864007904446]
[15.0, 0.9859932481833988, 0.5684680837933294]
[15.0, 0.046949477349063, 0.5737961933285499]
[18.0, 4.895997460034518, 2.258071035198048]
[17.0, 13.611661858375346, 2.840092975101314]
[16.0, 2.425297867182734, 1.6831172628416484]
[16.0, 2.2752391760909885, 1.7209071500753406]
[15.0, 8.219212160718065, 1.5377839093207275]
[17.0, 12.95674077216453, 2.0634635075132985]
[16.0, 14.24143984495861, 1.878547509948441]
[17.0, 3.569013481967496, 0.8632708590471806]
[17.0, 1.591762947440849, 2.513286133011632]
[15.0, 18.807940678910885, 2.7721632696203784]
[16.0, 5.213327651242034, 2.8883859357893624]
[18.0, 17.066929952174476, 1.3371610494936967]
[15.0, 17.269829009256366, 2.3706116146947664]
[16.0, 15.450451835250888, 0.8544646477713151]
[16.0, 3.3766721330514016, 0.3226418269944476]
[16.0, 16.436029185084006, 1.834226997089304]
[16.0, 15.385011184831734, 1.9900604524480008]
[16.0, 11.934459802124342, 2.226983393791037]
[17.0, 6.744040703379055, 2.60838689826964]
[15.0, 5.250172085330882, 3.4063390822727126]
[17.0, 2.43778424160718, 0.8670343739276987]
[18.0, 10.195141338017429, 2.166091325158555]
[16.0, 11.705217510196931, 2.4229283329107885]
[15.0, 7.186779810315745, 1.509557877776469]
[16.0, 9.507181353617373, 2.44385726431874]
[15.0, 7.270289147385334, 2.0038283786309425]
[17.0, 12.820121146414024, 2.465306489467062]
[15.0, 18.025184155931267, 0.8447920018716684]
[18.0, 3.278405240938897, 2.731058898448731]
[18.0, 7.628176198062468, 1.736011489374202]
[15.0, 2.8173720790172263, 2.5896707308558047]
[15.0, 12.49887540815664, 2.7423611231016096]
[15.0, 14.577410189771916, 2.4959194397063627]
[15.0, 18.63825465194912, 2.8534371942017955]
[18.0, 5.577438525219298, 1.5913479919456928]
[16.0, 19.004224117308603, 3.209673328360458]
[15.0, 1.265253436413496, 3.127617865184041]
[15.0, 12.060277267291765, 3.453275896757228]
[18.0, 1.1426543868665997, 0.8227735669667381]
[18.0, 17.875483755238896, 1.2173352280449594]
[17.0, 10.596181141401082, 0.7626843112270509]
[15.0, 13.38696701525592, 2.145848670885439]
[17.0, 16.63147851820905, 3.299131001833344]
[18.0, 3.006212449679375, 1.1708122846030742]
[18.0, 0.7718312387626769, 1.4245956528715278]
[16.0, 17.577622918257042, 2.9026593668557465]
[15.0, 6.29866454917865, 0.691477418739295]
[17.0, 2.5795781585433053, 1.8865425000782805]
[18.0, 9.36922474174173, 2.635341351261105]
[18.0, 11.966121513920376, 1.5003394189345471]
[17.0, 0.6194120684502025, 1.2355538161189008]
[16.0, 5.497913165141755, 0.604613405510861]
[18.0, 0.6559974855379203, 1.3881389762566787]
[15.0, 8.40670778390998, 3.3005522062792574]
[18.0, 17.902000581324884, 2.16864159345454]
[15.0, 19.653048229871384, 2.797267479731933]
[17.0, 12.740951070072551, 1.7174586153875433]
[15.0, 3.232753875691836, 1.6879004923340846]
[17.0, 18.11698779998612, 2.95214586347002]
[15.0, 10.32495646400121, 0.9633750092514732]
[17.0, 3.074986242058362, 3.334971827985916]
[15.0, 18.434533389033227, 0.4436406552124723]
[16.0, 15.14938101446206, 1.955791738835412]
[15.0, 14.63410545446303, 2.850351339225344]
[15.0, 14.183614075888094, 2.370067422230533]
[16.0, 4.006796421928847, 0.1525907792336783]
[18.0, 4.220133834150522, 2.123043126970309]
[18.0, 13.7658599685451, 0.9220132315429356]
[15.0, 4.394455002207938, 1.42899323811113]
[16.0, 8.773433936060977, 1.8934409155419147]
[15.0, 15.640036511878828, 1.9395846660340497]
[17.0, 15.679050361956818, 1.511276997165948]
[17.0, 9.065235450517193, 0.8256041743927887]
[15.0, 15.843798765504902, 1.7643543086537177]
[18.0, 16.772435923961137, 1.295594900495879]
[18.0, 13.095515025685206, 2.4737171780781475]
[15.0, 4.568517046168403, 0.0197984850174091]
[15.0, 5.48023560771095, 2.202958505711277]
[17.0, 6.296823108174707, 3.0400254359810663]
[18.0, 2.33608215467904, 1.0690799865648395]
[15.0, 5.463192407398902, 3.9417600224442615]
[17.0, 4.190384486250642, 1.48259597306949]
[18.0, 9.106574996172045, 3.042275369333665]
[16.0, 18.168750957445297, 2.1039665103433465]
[17.0, 2.0896063350791616, 1.7875223290156508]
[18.0, 14.405358478947912, 1.1003818825946587]
[18.0, 13.745660088262554, 0.8545582885805375]
[17.0, 1.9150839732671527, 1.199651387587034]
[16.0, 18.451448098116, 2.591940919144186]
[17.0, 11.369444043136392, 2.28221274517396]
[18.0, 7.274510422713685, 2.754877493270432]
[15.0, 15.130771669906132, 1.9212686469167608]
[15.0, 5.147309168032681, 1.5835564956915291]
[17.0, 13.870196740926408, 1.7233856864018513]
[18.0, 0.7942241514449444, 2.8760550053652034]
[15.0, 16.78816075218544, 1.8889919304287464]
[18.0, 8.96341694042637, 1.369369967422703]
[17.0, 12.733858287158837, 2.550546233695912]
[15.0, 4.424756396133674, 1.943573340544709]
[18.0, 13.54147425316896, 3.3104012689001965]
[15.0, 15.444805517865532, 1.418938674503826]
[17.0, 9.464263737687975, 2.3530546550379574]
[18.0, 12.354538481235886, 1.7528862062165578]
[15.0, 9.126518476447972, 0.5139629886917817]
[17.0, 17.88182738515691, 3.0219548675332906]
[15.0, 9.957383610286383, 1.8347494481922708]
[15.0, 16.83617418057638, 2.275700147008356]
[16.0, 16.02704116540497, 1.7676467845806807]
[16.0, 8.21009642696713, 1.353723074286344]
[17.0, 4.6016898371495, 1.0342011685600785]
[16.0, 8.121642651195419, 2.758341831164698]
[17.0, 16.524347515504402, 1.7899668741623316]
[16.0, 4.552650716387847, 1.223973606916021]
[15.0, 10.488726917154986, 2.443619105420938]
[17.0, 16.12193495921495, 0.3629570027561279]
[17.0, 7.069549502567575, 2.251753921949751]
[15.0, 12.844192740053948, 0.9000416924553322]
[17.0, 4.912631480976291, 0.6566169233161951]
[17.0, 2.1855889073631984, 2.186426951334845]
[16.0, 15.887684501857128, 2.88313626573597]
[17.0, 1.9793724681741365, 2.877853697636979]
[18.0, 5.427627901591691, 0.0120634896338959]
[15.0, 17.1021884399488, 2.583738162772638]
[16.0, 6.929385741573344, 1.1615545310949262]
[16.0, 19.46090699028322, 3.301690512687678]
[18.0, 19.5946866954772, 1.5051727733314488]
[15.0, 5.365520409071134, 1.385696220554564]
[15.0, 0.819564444997809, 2.240923948684623]
[16.0, 14.101265684107585, 2.116723382234456]
[17.0, 9.019730052966874, 1.0366568343647269]
[16.0, 2.0150568791915258, 1.6174602067259882]
[15.0, 14.150456379560856, 0.8659455421420207]
[18.0, 0.6234981822384245, 1.320245987222631]
[16.0, 17.403933809844844, 1.2597646826652291]
[15.0, 2.7730505822660745, 0.0815731844151463]
[16.0, 2.5462375749345, 1.6896730848454322]
[17.0, 3.5134459593716905, 0.4604216497595421]
[16.0, 19.205327169841333, 3.577043897429733]
[16.0, 13.86338720507692, 2.0878721266068734]
[15.0, 16.027430709272735, 3.3695843618327963]
[15.0, 7.95269971465506, 0.0]
[15.0, 6.726254550099111, 0.0946515916807701]
[16.0, 4.689680135663399, 1.4053156279015715]
[17.0, 9.612960566248178, 1.878264180025782]
[18.0, 11.03657467068337, 2.871904770418778]
[18.0, 12.635496873055107, 3.7079480402167513]
[15.0, 5.14237007997389, 1.1748680910745393]
[15.0, 18.97308161805981, 0.9954496418804064]
[16.0, 3.395169964142717, 2.5287112567899213]
[18.0, 19.313063495328247, 2.5968344902614566]
[15.0, 0.2971224501500757, 2.46060677377515]
[17.0, 9.622513836336912, 0.5477807235419316]
[17.0, 6.667356762331256, 1.803054426736249]
[15.0, 8.982468278605015, 2.309975847769393]
[15.0, 11.41329157961578, 3.0933639433242823]
[18.0, 8.71178316025418, 2.615900723686996]
[18.0, 8.2969370060319, 2.27691831821056]
[16.0, 14.65446830826613, 1.0515315263472127]
[18.0, 13.717525501729291, 2.747706159044371]
[17.0, 16.665425640716958, 2.6216701040126886]
[17.0, 4.999179624789911, 0.2432980938442744]
[15.0, 12.190570195081271, 2.1947065208246226]
[18.0, 11.703895707857075, 2.639906487707337]
[16.0, 7.394756217453775, 0.8334934182533646]
[17.0, 9.721150838053616, 3.402401590802249]
[17.0, 6.275642866114575, 2.6162916954361832]
[16.0, 2.836887952339704, 0.3397153849684515]
[16.0, 4.276024213254656, 1.6977287802151977]
[17.0, 2.1102729280240218, 2.356856806870208]
[17.0, 13.661391503802482, 0.8456248398851254]
[16.0, 13.21454786218303, 2.246545273169087]
[17.0, 19.012127431597456, 2.478699182829052]
[15.0, 14.593568272944824, 1.3742882826190426]
[15.0, 1.040916775122629, 1.3553810454285826]
[16.0, 17.684903478579084, 3.060490750087925]
[18.0, 17.253503258914517, 1.5569571221233611]
[16.0, 8.866406415453973, 3.219531247903172]
[16.0, 11.717261010558431, 1.150153548429549]
[18.0, 19.52156664945037, 1.3214293024924364]
[18.0, 10.646087276963325, 3.4913265883378144]
[18.0, 18.1064365675218, 3.869586724204369]
[15.0, 1.6607751562037287, 0.1704636132529806]
[17.0, 3.821037374173657, 2.197387290025697]
[15.0, 8.815098868826357, 0.0211555827545139]
[17.0, 11.695136166746094, 2.386799507281263]
[15.0, 16.324557037256003, 1.3610312878747248]
[17.0, 19.765242302863737, 3.5106808899730706]
[15.0, 7.777029929482328, 1.4373707502913808]
[18.0, 0.9483127228016984, 1.8044174585321688]
[16.0, 16.023430065906496, 3.262269864334146]
[15.0, 12.087614381656165, 1.169658238097338]
[17.0, 3.970857177364033, 1.4015509339508203]
[18.0, 9.896569132428404, 0.5496018253589585]
[15.0, 14.846204910674489, 1.5165082679194366]
[15.0, 15.408235741372875, 2.0322195117185347]
[18.0, 9.99236823997524, 2.289299775238682]
[15.0, 6.104290602577183, 2.086687740995232]
[16.0, 19.47485164076987, 1.6676669904535018]
[15.0, 13.267252219129857, 2.595889050696416]
[16.0, 8.164750386925974, 1.9507691766596456]
[16.0, 5.609264484093048, 2.1025418985543585]
[18.0, 14.622059660071242, 1.3791671997209602]
[15.0, 4.843668911875354, 0.6721996800613397]
[18.0, 3.434199779473764, 1.1416385674703]
[15.0, 10.596677779241404, 1.6210121147431664]
[15.0, 5.799747852882837, 1.1221109734183077]
[17.0, 12.5781028984723, 3.402044108383005]
[15.0, 2.3587734974846697, 2.683854738684956]
[18.0, 13.098822091346433, 2.996856278708232]
[16.0, 5.665930559954044, 1.2848657108072905]
[15.0, 0.0048586886902546, 1.2010533026138683]
[17.0, 2.5387211534835274, 1.978021718438136]
[18.0, 18.67230755670188, 3.836698640240594]
[15.0, 17.347092782307158, 1.1799034066853449]
[18.0, 4.672180640724736, 1.5400594595413652]
[17.0, 15.567438090909825, 3.158858262221248]
[17.0, 12.171431863479484, 1.7524968355129966]
[18.0, 19.41809422899739, 3.045113482146093]
[15.0, 7.472113190681182, 1.1656039458580214]
[16.0, 13.629212250343423, 1.7857607910876625]
[17.0, 1.2707144484783717, 0.8411087173537893]
[15.0, 7.924946936328119, 2.397182557625913]
[15.0, 19.27635322376361, 3.576909015459067]
[16.0, 10.779617489002412, 3.2251582751891634]
[17.0, 5.757590066696892, 0.0]
[17.0, 2.405419262572137, 2.8066977641918256]
[15.0, 14.070566803630609, 3.421837670026282]
[15.0, 12.897120868594536, 2.105309278797112]
[16.0, 7.478774272075492, 3.1609020911559265]
[16.0, 19.018827037316687, 2.993541560404552]
[17.0, 0.4440562597570063, 2.490220425623977]
[18.0, 6.074477032636516, 2.130832779640812]
[17.0, 18.421389725991627, 0.8384648733197381]
[15.0, 6.418708766388807, 0.6767710334068527]
[17.0, 5.045056677103408, 1.7359565115853166]
[18.0, 10.684408198624949, 1.254572618142762]
[16.0, 16.476034998410757, 1.9226882349760128]
[18.0, 2.062935217567221, 2.191998419606377]
[18.0, 18.860414192914725, 1.757523486205053]
[18.0, 15.90145762362328, 1.9241023198927736]
[16.0, 3.625005111031039, 2.8079741296204626]
[18.0, 14.240159223963254, 2.138772677122642]
[18.0, 7.6991744527511425, 1.3638410472397342]
[18.0, 8.045893561526373, 1.722726052159269]
[15.0, 15.665801848777328, 1.1921084719956991]
[18.0, 19.255696159614644, 1.5347823896807868]
[16.0, 2.5331174569438786, 0.1152432109582913]
[18.0, 8.412604737576387, 1.562359564441758]
[18.0, 9.61883216168607, 2.096032624938282]
[16.0, 7.526236339099952, 3.009238322704304]
[18.0, 7.2637824743245, 2.071108064884564]
[16.0, 1.0453733512319308, 1.7473564518959883]
[18.0, 13.710772411252464, 1.0798673690024294]
[16.0, 8.724288342400907, 2.271400211003181]
[18.0, 3.8958760528785352, 2.117233031215417]
[18.0, 16.320670046041368, 0.7435923583787316]
[15.0, 16.051214963032557, 1.892745844623002]
[15.0, 9.727832561777875, 1.58646418895305]
[18.0, 5.96901322295521, 3.512322894833646]
[18.0, 12.761854515929048, 2.629211521173767]
[17.0, 5.763042715548061, 1.836642800001118]
[16.0, 4.720158606474241, 1.834359140428028]
[17.0, 14.610293080526532, 1.7660559772918876]
[15.0, 0.806504794419014, 3.201710217015248]
[15.0, 1.8953694206918792, 1.263890771933725]
[15.0, 0.1357634804717955, 1.4277243762746905]
[15.0, 3.058863729508523, 1.0707079518820537]
[18.0, 1.3798001742091892, 0.8327175057955102]
[15.0, 19.916047355598373, 3.1302227945215697]
[18.0, 5.776199399081792, 2.537098950572448]
[18.0, 2.985360253384945, 1.671076181781797]
[15.0, 4.819925159918359, 0.8165506596743497]
[15.0, 18.72251143080269, 1.1314027355141834]
[16.0, 10.403204460487911, 0.3331542282930413]
[17.0, 7.296361926157138, 1.4890630202510051]
[15.0, 17.467829158184387, 1.6833300315712254]
[16.0, 7.899805410980649, 1.921942133736121]
[16.0, 6.700171399153916, 1.9400069221827017]
[17.0, 4.145650450994712, 1.0658486732058416]
[18.0, 7.555936478188229, 0.9689861311254953]
[15.0, 6.333687120338521, 2.686144990139594]
[17.0, 13.54607918596282, 3.520612391633881]
[15.0, 5.791654093414542, 2.8159732956810704]
[16.0, 11.543994928451228, 3.487510668221957]
[16.0, 1.317843300639454, 3.5921289778598062]
[18.0, 3.8257831339302872, 1.5784416654580549]
[16.0, 8.148105432226975, 1.8860081741258312]
[16.0, 18.738985078173908, 2.366010872187284]
[17.0, 7.545039714313908, 2.434934378846439]
[15.0, 13.281482423996682, 0.3931864713624303]
[15.0, 5.101744448427963, 0.7132676650608875]
[17.0, 2.5406715194646345, 2.574449970243328]
[18.0, 1.1707320016010023, 0.7005398668998437]
[15.0, 6.1082699708550265, 1.586289237455222]
[16.0, 3.15322053593816, 2.058575292693283]
[15.0, 3.480208960322484, 3.1296400506375512]
[16.0, 15.215186167739, 3.539198711532371]
[18.0, 0.3167614188974843, 2.05996665628182]
[17.0, 11.156202514708689, 1.756035494723187]
[15.0, 7.589227611869296, 2.6226010520500767]
[17.0, 10.130999998170944, 0.2628611666623931]
[15.0, 11.256604744292058, 1.704415088568228]
[16.0, 6.267353889145564, 2.1044499314712546]
[17.0, 5.902177203685706, 0.8375123196439725]
[15.0, 14.668036986698114, 0.556828032953946]
[16.0, 17.425539762423142, 3.3501309740346112]
[17.0, 3.8516326491705577, 3.279646224162432]
[17.0, 1.952375210702979, 1.5563289566907113]
[15.0, 17.955916127840517, 2.8463787534192235]
[15.0, 6.9979092729479735, 1.137899800685294]
[15.0, 11.026347813256285, 1.3917877793457225]
[16.0, 7.190862890400069, 2.182795221152233]
[15.0, 2.5160467269210263, 2.2538711785078176]
[17.0, 11.78663289895456, 2.254020037243272]
[17.0, 10.502817035392592, 0.3925490106038808]
[15.0, 4.059871183823944, 1.484857697467839]
[15.0, 9.037380893045556, 2.672093364300088]
[18.0, 15.938950080312916, 1.83151128144078]
[17.0, 11.808522062157827, 0.7581829737450007]
[16.0, 1.938346541339897, 2.9381754672014475]
[18.0, 10.9604299445827, 3.0549241250380565]
[15.0, 14.054765985791738, 0.9175822003619482]
[15.0, 15.854068115615028, 3.4608846527317176]
[17.0, 12.582351572685337, 1.84190774937114]
[15.0, 3.0531632908156747, 1.185985514478241]
[16.0, 14.203465331803214, 2.4222306855709315]
[17.0, 13.546836921630328, 0.9126606733812742]
[15.0, 0.4885376588126644, 3.073304472562818]
[17.0, 8.234953351804863, 2.1672829561454443]
[15.0, 6.659004939247466, 2.5538644982316425]
[15.0, 13.38824128507287, 2.4486025189472542]
[15.0, 4.322716246218414, 3.4632393046516823]
[16.0, 11.817438459485173, 1.442868859303521]
[16.0, 18.26411923628345, 0.9131278090050235]
[17.0, 15.956047444172157, 0.923753224971706]
[15.0, 18.42915472433061, 1.8435970826083627]
[15.0, 19.5701193386538, 2.0966454405051325]
[16.0, 0.2134025401232553, 0.875367123899009]
[15.0, 12.454825527549552, 1.4490003209615303]
[16.0, 8.25678795517813, 3.0811935547787432]
[15.0, 17.197089806702436, 1.118752405383704]
[17.0, 5.036294040182634, 2.0622007000872045]
[15.0, 19.62058978230152, 1.5629116353425707]
[15.0, 12.274159390874946, 2.49283810766837]
[18.0, 15.87074804457662, 1.1001720410942128]
[16.0, 1.7119910564553664, 2.693598515909963]
[15.0, 3.669157695177301, 1.6848422066992197]
[15.0, 15.168073460684065, 2.423585366966065]
[18.0, 0.4397304407864721, 0.4050526130408124]
[18.0, 16.337559717875656, 0.6513407024247787]
[16.0, 0.278980373838229, 1.7948597502988235]
[18.0, 13.142376781225469, 0.9636319307546236]
[17.0, 7.301878404636117, 1.9307827968987483]
[18.0, 12.229897054383985, 0.9943347506957514]
[17.0, 13.920628139782274, 1.3543270341452454]
[16.0, 6.849504383726083, 0.7035731437813568]
[16.0, 2.159248962216711, 1.523945155165538]
[16.0, 1.3929173549653129, 3.358694269179903]
[16.0, 11.778720451250956, 1.76569517319031]
[16.0, 10.41310707468223, 1.787402596174887]
[17.0, 14.84402018242265, 3.154023245749205]
[17.0, 10.194710200078742, 2.005144712913381]
[16.0, 8.448915800617582, 1.7207596503292208]
[18.0, 7.9617435647246175, 3.127056224068401]
[15.0, 0.5289380519533493, 1.441918756451196]
[16.0, 6.711144033933143, 1.6209212385063754]
[18.0, 19.520403150489884, 2.1962173498725552]
[15.0, 17.471111524541776, 3.1030753433789715]
[16.0, 6.587561340684354, 0.473623395542819]
[16.0, 11.755908101327444, 1.0438658671427483]
[17.0, 16.94593491070988, 2.385530670601707]
[15.0, 8.825486735001373, 0.2701103141247828]
[15.0, 0.3591572750030192, 0.4389817405690688]
[18.0, 1.4902092363728014, 1.558059855369601]
[17.0, 10.207854426974132, 3.680961344427839]
[17.0, 19.388787513517567, 2.1105837595046006]
[17.0, 13.864190844377354, 3.29154084100464]
[17.0, 1.4183238287713906, 0.4277633541749704]
[15.0, 3.787217515837256, 2.846487468746025]
[15.0, 15.426462864337, 1.7723554330096858]
[16.0, 16.828795199124894, 0.7975176691622691]
[16.0, 12.353891723771817, 3.52093145282294]
[17.0, 12.888463392596332, 1.5913657381425088]
[17.0, 0.5667490076676929, 1.8640736524087984]
[17.0, 16.57060519163017, 2.4118406224250792]
[16.0, 15.765504163416592, 2.137692088152197]
[18.0, 5.180702882066943, 1.073333389897043]
[18.0, 14.17353439931014, 0.3124795812740794]
[16.0, 4.297092128499962, 0.5022261210258885]
[16.0, 0.8066032210302598, 1.4903088969066125]
